timestamp,new_bikes_shared,is_weekend,temp_c,wind_speed,weather_code
1/30/2015 4:00,45,0,4,19.5,7
1/30/2015 5:00,74,0,3,15,26
1/30/2015 6:00,426,0,3,9,26
1/30/2015 7:00,1388,0,2.5,9,26
1/30/2015 8:00,3090,0,2,18.5,3
1/30/2015 9:00,1667,0,2,16,3
1/30/2015 10:00,766,0,2.5,16,3
1/30/2015 11:00,762,0,4,18.5,2
1/30/2015 12:00,967,0,5.5,20,2
1/30/2015 13:00,923,0,6,23,3
1/30/2015 14:00,849,0,6,21,3
1/30/2015 15:00,911,0,6,19.5,3
1/30/2015 16:00,1452,0,6,16.5,2
1/30/2015 17:00,2350,0,5.5,17,2
1/30/2015 18:00,1940,0,5.5,19.5,1
1/30/2015 19:00,1131,0,4.5,14,2
1/30/2015 20:00,734,0,5,17,1
1/30/2015 21:00,506,0,4,16.5,1
1/30/2015 22:00,384,0,3,16,1
1/30/2015 23:00,397,0,3,18,1
1/31/2015 0:00,379,1,2,16,1
1/31/2015 1:00,281,1,2,17.5,1
1/31/2015 2:00,252,1,2,19.5,1
1/31/2015 3:00,163,1,1,17,1
1/31/2015 4:00,96,1,2,18,3
1/31/2015 5:00,80,1,2,18,26
1/31/2015 6:00,62,1,2,17,3
1/31/2015 7:00,129,1,3,16,26
1/31/2015 8:00,182,1,3,15,7
1/31/2015 9:00,468,1,3,16,7
1/31/2015 10:00,705,1,3,15,3
1/31/2015 11:00,926,1,4,18.5,3
1/31/2015 12:00,816,1,4,18.5,7
1/31/2015 13:00,409,1,3,18,7
1/31/2015 14:00,521,1,3.5,19.5,7
1/31/2015 15:00,632,1,5,21.5,7
1/31/2015 16:00,795,1,5,29,3
1/31/2015 17:00,840,1,5,24,7
1/31/2015 18:00,635,1,5,22,7
1/31/2015 19:00,565,1,5,26,4
1/31/2015 20:00,447,1,5,24,4
1/31/2015 21:00,305,1,4.5,27,3
1/31/2015 22:00,276,1,4,24,4
1/31/2015 23:00,286,1,4,26,4
